TXN_DATE_TIME,TRANSACTION_ID,CUSTOMER_ID,POLICY_EFF_DT,LOSS_DT,DUREE_CONTRAT_MOIS,REPORT_DT,INSURANCE_TYPE,PREMIUM_AMOUNT,CLAIM_AMOUNT,CUSTOMER_NAME,STATE,POSTAL_CODE,MARITAL_STATUS,MAITAL_STATUS_NUM,AGE,TENURE,PRIME_CUMULEE,MARGE_CONTRAT_A_DATE,EMPLOYMENT_STATUS,ETAT_EMPLOYEE,NO_OF_FAMILY_MEMBERS,RISK_SEGMENTATION,HOUSE_TYPE,SOCIAL_CLASS,CUSTOMER_EDUCATION_LEVEL,CLAIM_STATUS,INCIDENT_SEVERITY,AUTHORITY_CONTACTED,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR_OF_THE_DAY,AGENT_ID,VENDOR_ID,DATE_OF_JOINING
2020-09-20,TXN00002772,A00002438,2019-10-11,2020-09-10,10,2020-09-13,Life,51.44,69000,Ashley Sweet,VT,5739,Y,1,39,101,1010,-67990,Y,1,5,L,Own,MI,Bachelor,A,Total Loss,Ambulance,1,0,AK,Anchorage,7,AGENT00513,VNDR00286,2007-07-15
2020-09-20,TXN00002773,A00001366,2012-04-18,2020-09-16,100,2020-09-17,Health,152.8,3000,Diane Hartly,AZ,85303,N,0,44,110,11000,8000,Y,1,3,M,Mortgage,MI,Masters,A,Minor Loss,Ambulance,1,1,AK,Anchorage,12,AGENT00728,VNDR00234,2010-09-28
2020-09-20,TXN00002774,A00002678,2018-02-06,2020-09-03,30,2020-09-08,Health,182.67,16000,Jolanda Gaier,DC,20011,Y,1,29,10,300,-15700,Y,1,3,M,Own,HI,Masters,A,Total Loss,Ambulance,0,1,MD,Crofton,2,AGENT00859,VNDR00529,1998-09-02
2020-09-20,TXN00002775,A00003124,2013-06-28,2020-09-06,86,2020-09-11,Travel,79.42,4000,Hector Stuble,CA,90810,Y,1,28,43,3698,-302,Y,1,6,M,Mortgage,MI,Bachelor,A,Total Loss,Ambulance,1,1,CO,Arvada,5,AGENT00562,VNDR00071,2008-11-26
2020-09-20,TXN00002776,A00002672,2019-10-21,2020-09-09,10,2020-09-14,Travel,96.62,3000,Raymond Brock,FL,32408,Y,1,45,40,400,-2600,Y,1,7,L,Mortgage,MI,Bachelor,A,Total Loss,Ambulance,1,1,CA,Oakland,10,AGENT01130,VNDR00019,2018-01-10
2020-09-20,TXN00002777,A00005465,2013-03-31,2020-09-18,89,2020-09-18,Mobile,9.17,500,Grace Pierce,VT,5101,Y,1,47,48,4272,3772,Y,1,4,M,Mortgage,HI,College,A,Major Loss,Ambulance,1,1,AZ,Glendale,0,AGENT00142,VNDR00107,2016-07-01
2020-09-20,TXN00002779,A00005085,2016-07-31,2020-09-03,49,2020-09-08,Life,84.96,92000,Valerie Mcdaniel,CA,94560,Y,1,52,69,3381,-88619,Y,1,6,L,Mortgage,HI,High School,A,Total Loss,Ambulance,1,1,AZ,Glendale,10,AGENT00031,VNDR00451,2007-09-16
2020-09-20,TXN00002780,A00002854,2013-12-25,2020-09-06,80,2020-09-11,Health,195.36,2000,Patricia Mccullough,CT,6042,Y,1,36,75,6000,4000,Y,1,2,L,Mortgage,MI,MD,A,Minor Loss,Police,0,1,CA,Berkeley,13,AGENT00865,VNDR00004,2017-04-08
2020-09-20,TXN00002781,A00006015,2013-05-02,2020-09-15,88,2020-09-16,Mobile,9.75,400,Leah Gibson,AL,36105,N,0,28,59,5192,4792,Y,1,2,L,Rent,HI,College,A,Total Loss,Police,0,1,GA,Savannah,21,AGENT00779,VNDR00451,1990-10-12
2020-09-20,TXN00002782,A00003376,2012-07-14,2020-09-06,97,2020-09-11,Health,177.87,17000,Charles Heard,DC,20018,Y,1,40,105,10185,-6815,Y,1,5,H,Mortgage,MI,College,A,Minor Loss,Ambulance,1,0,CO,Arvada,4,AGENT00189,VNDR00451,2002-03-26
2020-09-20,TXN00002783,A00004846,2017-08-29,2020-09-03,36,2020-09-08,Health,144.07,20000,Randy Thomas,CT,6042,Y,1,64,40,1440,-18560,Y,1,4,H,Own,HI,Bachelor,A,Total Loss,Police,1,0,CO,Arvada,13,AGENT00315,VNDR00351,2016-09-02
2020-09-20,TXN00002784,A00009495,2012-12-17,2020-09-19,93,2020-09-19,Health,168.41,2000,Virgil Buker,TN,37211,Y,1,47,44,4092,2092,Y,1,3,M,Own,MI,High School,A,Major Loss,Ambulance,0,0,AL,Montgomery,15,AGENT01108,VNDR00101,1997-10-19
2020-09-20,TXN00002785,A00003823,2011-06-21,2020-09-07,110,2020-09-12,Mobile,7.52,200,Marie Wilson,FL,32409,N,0,36,93,10230,10030,Y,1,2,H,Mortgage,HI,PhD,A,Minor Loss,Ambulance,0,0,OK,Edmond,4,AGENT00080,VNDR00451,2014-07-10
2020-09-20,TXN00002786,A00009050,2015-12-17,2020-09-16,56,2020-09-17,Motor,79.07,7000,Francisca Alvarez,MD,21403,Y,1,28,7,392,-6608,Y,1,2,M,Own,LI,Bachelor,A,Total Loss,Ambulance,1,0,MD,Crownsville,1,AGENT00917,VNDR00315,1994-03-25
2020-09-21,TXN00002787,A00001972,2013-02-16,2020-09-19,91,2020-09-19,Mobile,11.24,700,Homer Snellen,AK,99508,N,0,53,77,7007,6307,Y,1,4,M,Mortgage,MI,College,A,Total Loss,Other,0,1,AR,Fayetteville,8,AGENT00760,VNDR00451,2000-12-24
2020-09-21,TXN00002788,A00003221,2010-07-12,2020-09-12,122,2020-09-15,Motor,110.54,7000,June Dupree,CT,6042,Y,1,37,26,3172,-3828,Y,1,5,M,Rent,LI,Masters,A,Minor Loss,Police,0,1,GA,Savannah,15,AGENT00296,VNDR00451,2005-04-21
2020-09-21,TXN00002789,A00009325,2015-04-12,2020-09-15,65,2020-09-17,Travel,96.41,1000,Donna Ivey,DC,20008,N,0,31,59,3835,2835,Y,1,5,H,Rent,MI,Masters,A,Major Loss,Ambulance,1,0,AL,Montgomery,16,AGENT00627,VNDR00451,2011-07-31
2020-09-21,TXN00002790,A00005572,2015-09-24,2020-09-03,59,2020-09-08,Property,116.14,24000,Carmen James,KY,40215,Y,1,53,34,2006,-21994,Y,1,4,M,Rent,MI,Bachelor,A,Major Loss,Ambulance,1,1,CO,Arvada,10,AGENT00443,VNDR00451,1998-04-18
2020-09-21,TXN00002791,A00008428,2011-03-28,2020-09-13,113,2020-09-16,Property,140.94,29000,Amy Sinclair,DC,20001,Y,1,32,24,2712,-26288,Y,1,4,L,Own,MI,Bachelor,A,Major Loss,Police,1,1,CA,Eureka,2,AGENT00196,VNDR00087,2017-01-29
2020-09-21,TXN00002792,A00002735,2016-03-10,2020-09-01,53,2020-09-06,Property,113.75,30000,Karlene Minucci,CA,94605,N,0,34,53,2809,-27191,Y,1,2,L,Own,MI,College,A,Minor Loss,Police,1,1,AR,Fayetteville,13,AGENT00363,VNDR00493,2016-08-04
2020-09-21,TXN00002793,A00008685,2019-09-30,2020-09-20,11,2020-09-20,Life,87.12,42000,Patricia Kedzierski,MD,21037,Y,1,47,15,165,-41835,Y,1,2,H,Mortgage,LI,PhD,A,Minor Loss,Ambulance,0,0,CO,Arvada,14,AGENT00734,VNDR00319,2006-10-29
2020-09-21,TXN00002794,A00001943,2013-04-27,2020-09-11,88,2020-09-14,Property,82.16,36000,Gerardo Moore,CO,80003,Y,1,30,52,4576,-31424,Y,1,3,M,Mortgage,MI,Bachelor,A,Major Loss,Ambulance,0,0,CO,Arvada,20,AGENT00358,VNDR00451,1996-10-24
2020-09-21,TXN00002795,A00007494,2013-04-12,2020-09-14,89,2020-09-16,Motor,77.81,3000,Pearl Nickles,CT,6040,Y,1,38,8,712,-2288,Y,1,5,M,Rent,MI,Masters,A,Major Loss,Police,1,1,CO,Arvada,9,AGENT00251,VNDR00460,2015-02-24
2020-09-21,TXN00002796,A00000591,2013-07-18,2020-09-09,85,2020-09-14,Mobile,8.75,600,John James,AL,36108,N,0,32,78,6630,6030,Y,1,4,L,Mortgage,HI,High School,A,Total Loss,Ambulance,0,1,FL,Panama City,3,AGENT00618,VNDR00451,2006-09-10
2020-09-21,TXN00002797,A00009090,2014-10-11,2020-09-16,71,2020-09-17,Travel,94.75,2000,Allison Miller,AK,99504,Y,1,56,29,2059,59,Y,1,2,M,Mortgage,MI,High School,A,Major Loss,Ambulance,1,1,AR,Fayetteville,6,AGENT00996,VNDR00248,1999-03-29
2020-09-21,TXN00002798,A00006325,2013-04-22,2020-09-01,88,2020-09-06,Mobile,8.96,500,David Cerda,CA,94555,Y,1,64,76,6688,6188,Y,1,4,L,Mortgage,HI,Bachelor,A,Minor Loss,Ambulance,0,0,OK,Oklahoma City,16,AGENT00238,VNDR00505,2002-11-03
2020-09-21,TXN00002799,A00005675,2013-10-09,2020-09-09,83,2020-09-14,Property,80.8,33000,Guadalupe Mcintyre,AK,99507,Y,1,32,46,3818,-29182,Y,1,2,L,Mortgage,MI,Bachelor,A,Major Loss,Ambulance,1,1,CT,Manchester,7,AGENT00981,VNDR00451,1999-10-08
2020-09-21,TXN00002800,A00003411,2012-07-16,2020-09-20,98,2020-09-20,Health,134.85,2000,Nancy Dominquez,OK,73034,Y,1,48,24,2352,352,Y,1,4,L,Own,HI,Masters,A,Major Loss,Ambulance,1,0,AL,Montgomery,18,AGENT00733,VNDR00451,2004-11-04
2020-09-21,TXN00002801,A00009327,2012-07-27,2020-09-10,97,2020-09-15,Health,146.9,5000,William Jackson,KY,40202,Y,1,32,45,4365,-635,Y,1,4,M,Rent,MI,High School,A,Total Loss,Police,1,0,MA,Brookline,1,AGENT00222,VNDR00113,2012-11-19
2020-09-22,TXN00002802,A00004607,2013-10-02,2020-09-19,83,2020-09-19,Mobile,8.07,700,Yolanda Lane,CT,6040,N,0,44,83,6889,6189,Y,1,3,L,Mortgage,LI,MD,A,Major Loss,Ambulance,0,0,MD,Pasadena,19,AGENT00909,VNDR00242,2001-07-02
2020-09-22,TXN00002803,A00006668,2015-07-18,2020-09-14,61,2020-09-17,Mobile,8.45,100,Kevin Barron,AR,72703,Y,1,64,115,7015,6915,Y,1,5,L,Mortgage,HI,College,A,Minor Loss,Ambulance,1,1,GA,Savannah,17,AGENT01062,VNDR00108,2017-09-06
2020-09-22,TXN00002804,A00003060,2013-07-21,2020-09-19,85,2020-09-19,Life,70.5,93000,Lourdes Jefferson,AR,72701,N,0,53,38,3230,-89770,Y,1,7,L,Mortgage,LI,High School,A,Minor Loss,Police,1,1,OK,Oklahoma City,10,AGENT00902,VNDR00451,2008-05-07
2020-09-22,TXN00002805,A00004125,2011-12-16,2020-09-11,104,2020-09-16,Health,163.21,10000,Mary Huss,KY,40243,Y,1,64,58,6032,-3968,Y,1,5,L,Mortgage,LI,Bachelor,A,Major Loss,Ambulance,1,1,CT,Manchester,1,AGENT00323,VNDR00330,2010-10-06
2020-09-22,TXN00002806,A00005430,2015-03-09,2020-09-18,66,2020-09-19,Life,71.74,10000,Ronald Lalonde,AZ,85302,Y,1,63,23,1518,-8482,Y,1,6,L,Mortgage,HI,High School,A,Major Loss,Other,1,0,CT,Manchester,14,AGENT00794,VNDR00162,2009-08-27
2020-09-22,TXN00002807,A00000206,2015-09-25,2020-09-15,59,2020-09-17,Travel,79.1,4000,Thomas Smith,CT,6040,Y,1,32,109,6431,2431,Y,1,7,M,Mortgage,LI,College,A,Total Loss,Police,1,1,GA,Thunderbolt,1,AGENT00608,VNDR00451,2015-02-24
2020-09-22,TXN00002808,A00000783,2016-10-10,2020-09-09,46,2020-09-14,Life,52.45,43000,Hien Ritchie,CA,95616,Y,1,47,36,1656,-41344,N,0,5,L,Mortgage,HI,College,A,Major Loss,Ambulance,0,0,FL,Panama City,17,AGENT00495,VNDR00451,2000-05-26
2020-09-22,TXN00002809,A00008043,2011-09-15,2020-09-12,107,2020-09-15,Travel,57.75,1000,Daniel King,KY,40299,Y,1,63,112,11984,10984,Y,1,2,M,Mortgage,MI,College,A,Total Loss,Police,1,1,CA,San Jose,17,AGENT00552,VNDR00451,1998-07-29
2020-09-22,TXN00002810,A00006378,2011-12-02,2020-09-10,105,2020-09-15,Travel,63.53,3000,Ronny Swanson,CO,80004,Y,1,57,46,4830,1830,Y,1,7,L,Own,LI,Bachelor,A,Total Loss,Other,1,1,MA,Tewksbury,17,AGENT00722,VNDR00267,2005-07-09
2020-09-22,TXN00002812,A00006322,2012-08-20,2020-09-18,96,2020-09-19,Property,128.12,11000,Jeffrey Pullman,AR,72703,Y,1,30,79,7584,-3416,Y,1,7,M,Own,LI,High School,A,Total Loss,Ambulance,1,1,CT,Manchester,0,AGENT00644,VNDR00451,1995-03-09
2020-09-22,TXN00002813,A00005921,2016-10-25,2020-09-21,46,2020-09-21,Travel,86.4,4000,Betty Kolb,TN,37211,Y,1,30,106,4876,876,Y,1,2,L,Rent,MI,High School,A,Minor Loss,Ambulance,1,0,CO,Littleton,22,AGENT00797,VNDR00562,2010-09-26
2020-09-22,TXN00002814,A00009397,2014-08-28,2020-09-02,72,2020-09-07,Motor,118.73,3000,Amy Alfonso,CA,94610,Y,1,29,100,7200,4200,Y,1,3,L,Rent,LI,Bachelor,A,Major Loss,Ambulance,1,1,OK,Oklahoma City,21,AGENT00357,VNDR00031,2009-08-29
2020-09-22,TXN00002815,A00009610,2014-07-02,2020-09-08,74,2020-09-13,Travel,58.8,1000,Barry Telschow,MD,21122,Y,1,47,117,8658,7658,Y,1,7,L,Rent,MI,High School,A,Major Loss,Ambulance,1,0,KY,Louisville,15,AGENT00199,VNDR00289,2015-02-18
2020-09-22,TXN00002817,A00001192,2016-02-14,2020-09-17,55,2020-09-18,Health,190.89,11000,Troy Costa,AZ,85301,Y,1,34,108,5940,-5060,Y,1,5,M,Own,MI,Bachelor,A,Minor Loss,Police,1,0,TN,Nashville,6,AGENT00508,VNDR00451,2007-03-02
2020-09-22,TXN00002818,A00005264,2019-06-12,2020-09-04,14,2020-09-09,Property,123.94,17000,Tim Hill,AL,36117,N,0,49,11,154,-16846,N,0,5,M,Mortgage,MI,Bachelor,A,Minor Loss,Police,1,1,DC,Washington,20,AGENT00987,VNDR00137,1997-10-18
2020-09-22,TXN00002819,A00001808,2013-06-11,2020-09-08,86,2020-09-13,Life,74.93,96000,Harold Jones,VT,5847,N,0,63,56,4816,-91184,Y,1,2,L,Own,HI,Bachelor,A,Total Loss,Ambulance,0,1,FL,Panama City,15,AGENT01072,VNDR00339,2006-08-24
2020-09-22,TXN00002820,A00007162,2017-07-05,2020-09-10,38,2020-09-15,Health,113.7,3000,James Poling,AL,36109,Y,1,26,107,4066,1066,Y,1,4,L,Rent,HI,Bachelor,A,Major Loss,Ambulance,1,1,AR,Fayetteville,1,AGENT01010,VNDR00098,2005-02-12
2020-09-23,TXN00002821,A00007836,2017-11-12,2020-09-03,33,2020-09-08,Mobile,7.16,300,Donna Chestnut,CO,80003,Y,1,28,59,1947,1647,Y,1,3,M,Rent,HI,Bachelor,A,Major Loss,Ambulance,1,1,GA,Garden City,5,AGENT00805,VNDR00012,1991-10-29
2020-09-23,TXN00002822,A00003173,2018-12-05,2020-09-06,21,2020-09-11,Motor,111.67,6000,Michael Holt,TN,37215,Y,1,25,46,966,-5034,Y,1,3,H,Mortgage,MI,Bachelor,A,Total Loss,Ambulance,0,1,CT,Manchester,2,AGENT00687,VNDR00117,1996-08-21
2020-09-23,TXN00002823,A00005263,2011-07-08,2020-09-22,110,2020-09-22,Life,54.4,22000,Elizabeth Wilson,CO,80007,Y,1,36,104,11440,-10560,Y,1,3,M,Rent,HI,College,A,Major Loss,Ambulance,0,0,DC,Washington,10,AGENT00003,VNDR00451,2003-09-02
2020-09-23,TXN00002824,A00000343,2010-06-02,2020-09-06,123,2020-09-11,Health,196.89,11000,Marlen Wright,FL,32952,N,0,35,118,14514,3514,Y,1,2,M,Mortgage,MI,College,A,Minor Loss,Ambulance,1,0,DC,Washington,21,AGENT00622,VNDR00440,2015-01-04
2020-09-23,TXN00002825,A00001369,2015-10-26,2020-09-11,58,2020-09-16,Life,98.97,54000,John Jeansonne,KY,40219,Y,1,45,111,6438,-47562,N,0,7,M,Mortgage,LI,High School,A,Minor Loss,Ambulance,1,1,AZ,Glendale,2,AGENT00110,VNDR00006,1997-02-23
2020-09-23,TXN00002826,A00006206,2013-04-18,2020-09-04,88,2020-09-09,Travel,75.79,2000,Timothy Romero,KY,40299,Y,1,47,58,5104,3104,Y,1,6,M,Mortgage,MI,Bachelor,A,Minor Loss,Ambulance,1,1,KY,Louisville,6,AGENT00282,VNDR00539,2016-07-22
2020-09-23,TXN00002827,A00009534,2016-06-18,2020-09-07,50,2020-09-12,Motor,129.79,2000,Ashley Emery,KY,40213,N,0,40,114,5700,3700,N,0,7,M,Own,MI,High School,A,Major Loss,Ambulance,1,0,AR,Fayetteville,16,AGENT01125,VNDR00067,2005-09-20
2020-09-23,TXN00002828,A00008177,2017-06-12,2020-09-20,39,2020-09-20,Motor,80.22,9000,Stephanie Welch,OK,73112,N,0,36,19,741,-8259,Y,1,2,L,Rent,MI,Bachelor,A,Total Loss,Ambulance,0,1,AR,Fayetteville,7,AGENT00530,VNDR00545,2014-04-23
2020-09-23,TXN00002829,A00004986,2019-07-17,2020-09-03,13,2020-09-08,Health,170.75,5000,Joseph Whitesel,GA,31405,Y,1,30,80,1040,-3960,Y,1,6,H,Mortgage,MI,High School,A,Minor Loss,Ambulance,0,0,CA,Oakland,11,AGENT00987,VNDR00306,1997-10-18
2020-09-23,TXN00002831,A00005530,2013-03-15,2020-09-14,89,2020-09-17,Motor,110.54,8000,Isabella Lotts,AR,72703,Y,1,62,65,5785,-2215,Y,1,4,M,Mortgage,LI,Bachelor,A,Minor Loss,Police,0,1,OK,Oklahoma City,8,AGENT00735,VNDR00549,2014-12-07
2020-09-23,TXN00002832,A00008835,2019-12-10,2020-09-14,9,2020-09-17,Travel,51.07,2000,Kent Pate,CO,80003,Y,1,60,92,828,-1172,Y,1,7,L,Rent,MI,Masters,A,Minor Loss,Police,1,1,FL,Panama City Beach,18,AGENT00354,VNDR00451,1996-06-21
2020-09-23,TXN00002833,A00004597,2016-10-30,2020-09-13,46,2020-09-16,Life,88.99,76000,Tyler Callaway,DC,20008,N,0,42,10,460,-75540,Y,1,7,M,Mortgage,MI,High School,A,Total Loss,Other,1,1,AZ,Glendale,0,AGENT00321,VNDR00451,2004-11-22
2020-09-23,TXN00002834,A00009936,2019-05-09,2020-09-21,16,2020-09-21,Health,197.5,15000,John Sledge,AR,72701,N,0,25,86,1376,-13624,Y,1,5,M,Mortgage,LI,High School,A,Minor Loss,Ambulance,1,1,AZ,Glendale,6,AGENT00702,VNDR00451,1990-10-19
2020-09-23,TXN00002835,A00009512,2011-02-05,2020-09-21,115,2020-09-21,Life,94.69,56000,Anabel Sayles,GA,31419,Y,1,51,111,12765,-43235,Y,1,6,M,Rent,HI,High School,A,Major Loss,Ambulance,0,0,DC,Washington,14,AGENT00360,VNDR00451,2018-05-12
2020-09-23,TXN00002836,A00009280,2014-08-06,2020-09-07,73,2020-09-12,Health,114.67,16000,Shelley Rivera,AK,99603,N,0,29,52,3796,-12204,Y,1,3,L,Rent,LI,Bachelor,A,Major Loss,Police,1,1,CO,Arvada,15,AGENT00758,VNDR00451,1994-10-06
2020-09-23,TXN00002837,A00004208,2015-05-22,2020-09-13,63,2020-09-16,Mobile,10.2,600,Maryann Walter,DC,20017,Y,1,50,53,3339,2739,N,0,7,M,Own,HI,Bachelor,A,Minor Loss,Police,1,0,MA,Worcester,6,AGENT00997,VNDR00535,1993-09-22
2020-09-23,TXN00002838,A00008370,2019-06-24,2020-09-10,14,2020-09-15,Mobile,6.18,500,Lisa Bell,MA,2081,N,0,63,57,798,298,Y,1,5,M,Rent,MI,High School,A,Major Loss,Ambulance,1,0,CA,Livermore,0,AGENT00631,VNDR00508,2000-01-06
2020-09-23,TXN00002839,A00009801,2016-11-28,2020-09-22,45,2020-09-22,Motor,81.88,3000,Morgan Emry,CT,6042,Y,1,55,76,3420,420,Y,1,2,L,Mortgage,MI,Bachelor,A,Major Loss,Ambulance,1,0,KY,Louisville,20,AGENT01062,VNDR00004,2017-09-06
2020-09-23,TXN00002840,A00000937,2018-09-23,2020-09-07,23,2020-09-12,Life,63.97,81000,Angela Caminiti,DC,20011,N,0,61,36,828,-80172,Y,1,3,L,Rent,MI,Bachelor,A,Major Loss,Ambulance,1,1,CA,San Leandro,12,AGENT00999,VNDR00175,2002-08-19
2020-09-23,TXN00002841,A00004031,2018-06-03,2020-09-06,27,2020-09-11,Motor,75.0,1000,Evelyn Hill,MD,21035,Y,1,55,116,3132,2132,Y,1,5,L,Rent,MI,High School,A,Total Loss,Police,0,1,GA,Savannah,6,AGENT00121,VNDR00448,2009-06-01
2020-09-23,TXN00002842,A00005550,2019-04-17,2020-09-16,16,2020-09-18,Mobile,9.9,100,Mary Cuadrado,AR,72701,N,0,51,64,1024,924,Y,1,4,M,Rent,HI,Bachelor,A,Total Loss,Police,1,1,CT,Manchester,20,AGENT00067,VNDR00113,2003-08-09
2020-09-24,TXN00002843,A00000541,2017-06-17,2020-09-18,39,2020-09-20,Life,90.16,35000,Mary Dotson,AL,36104,Y,1,28,97,3783,-31217,Y,1,7,M,Rent,MI,Bachelor,A,Minor Loss,Ambulance,1,0,DC,Washington,7,AGENT00482,VNDR00103,2011-01-14
2020-09-24,TXN00002844,A00004525,2017-08-22,2020-09-05,36,2020-09-10,Travel,89.39,5000,James Bailey,FL,32405,Y,1,53,75,2700,-2300,Y,1,5,H,Rent,HI,College,A,Major Loss,Other,0,0,MA,Quincy,4,AGENT00414,VNDR00451,2016-06-17
2020-09-24,TXN00002845,A00001034,2014-08-06,2020-09-23,73,2020-09-23,Health,122.48,6000,Bertha Natoli,TN,37013,Y,1,25,50,3650,-2350,Y,1,3,M,Mortgage,MI,MD,A,Minor Loss,Ambulance,1,1,CA,Berkeley,11,AGENT00752,VNDR00451,2006-05-25
2020-09-24,TXN00002846,A00009655,2018-12-30,2020-09-15,20,2020-09-18,Life,75.14,70000,Stanley Young,MA,1949,N,0,58,86,1720,-68280,Y,1,2,L,Mortgage,MI,College,A,Minor Loss,Police,0,1,FL,Youngstown,7,AGENT00302,VNDR00451,1997-08-27
2020-09-24,TXN00002847,A00004086,2019-06-21,2020-09-10,14,2020-09-15,Mobile,8.39,700,Nancy Martens,AK,99502,Y,1,33,103,1442,742,Y,1,5,H,Mortgage,MI,Bachelor,A,Minor Loss,Other,0,1,FL,Panama City Beach,1,AGENT00540,VNDR00451,2003-12-28
2020-09-24,TXN00002848,A00005790,2015-11-23,2020-09-18,57,2020-09-20,Mobile,7.33,200,Roger Napier,OK,73084,Y,1,64,25,1425,1225,Y,1,3,H,Mortgage,LI,Bachelor,A,Total Loss,Police,0,1,AR,Fayetteville,10,AGENT01181,VNDR00451,2001-11-10
2020-09-24,TXN00002849,A00008388,2011-11-15,2020-09-09,105,2020-09-14,Health,175.02,13000,Linda Mcnair,CA,93546,Y,1,64,41,4305,-8695,Y,1,5,L,Rent,HI,PhD,A,Total Loss,Ambulance,0,0,TN,Nashville,17,AGENT00568,VNDR00403,2001-01-12
2020-09-24,TXN00002850,A00008327,2019-04-28,2020-09-18,16,2020-09-20,Motor,99.44,7000,Maria Johnson,CO,80003,Y,1,44,48,768,-6232,Y,1,3,M,Rent,HI,Bachelor,A,Total Loss,Ambulance,0,1,CO,Arvada,21,AGENT00704,VNDR00138,2006-06-28
2020-09-24,TXN00002851,A00005122,2014-10-03,2020-09-11,71,2020-09-16,Health,119.4,14000,Kenneth Warfield,CO,80007,Y,1,33,93,6603,-7397,Y,1,6,L,Own,MI,Bachelor,A,Total Loss,Ambulance,1,0,CA,Redding,12,AGENT00318,VNDR00090,2010-01-14
2020-09-24,TXN00002852,A00005974,2012-04-16,2020-09-08,100,2020-09-13,Travel,72.85,2000,Kim Hughes,CT,6040,Y,1,52,49,4900,2900,Y,1,7,H,Mortgage,MI,High School,A,Major Loss,Other,1,1,AZ,Glendale,15,AGENT00287,VNDR00451,2007-04-19
2020-09-24,TXN00002853,A00000521,2014-10-06,2020-09-21,71,2020-09-21,Property,128.82,10000,Hope Pereira,AR,72701,Y,1,46,95,6745,-3255,Y,1,4,L,Rent,MI,Bachelor,A,Total Loss,Ambulance,0,0,MA,Athol,6,AGENT00516,VNDR00094,2012-09-12
2020-09-24,TXN00002854,A00000083,2011-06-13,2020-09-13,111,2020-09-18,Life,88.37,63000,Julian Pool,CT,6040,N,0,25,10,1110,-61890,Y,1,3,L,Rent,LI,College,A,Minor Loss,Ambulance,1,1,VT,Groton,9,AGENT01031,VNDR00075,2003-10-11
2020-09-24,TXN00002855,A00004418,2019-07-14,2020-09-09,13,2020-09-14,Health,177.76,14000,Arielle Amburgey,FL,33614,Y,1,57,67,871,-13129,N,0,4,M,Rent,MI,Bachelor,A,Major Loss,Ambulance,0,1,CO,Arvada,1,AGENT00358,VNDR00451,1996-10-24
2020-09-24,TXN00002856,A00006611,2015-01-08,2020-09-20,68,2020-09-21,Property,92.38,20000,Jamie Vise,MD,21060,Y,1,33,103,7004,-12996,Y,1,5,M,Own,MI,College,A,Minor Loss,Ambulance,0,1,AZ,Litchfield Park,6,AGENT01063,VNDR00209,2012-03-17
2020-09-24,TXN00002857,A00009692,2018-09-05,2020-09-11,24,2020-09-16,Travel,84.93,1000,Richard May,AL,36116,Y,1,59,94,2256,1256,Y,1,5,L,Own,MI,College,A,Total Loss,Ambulance,1,1,AL,Montgomery,21,AGENT00679,VNDR00451,1994-08-25
2020-09-24,TXN00002858,A00005891,2018-03-20,2020-09-14,29,2020-09-17,Motor,74.25,6000,James King,CA,94702,Y,1,32,11,319,-5681,Y,1,4,H,Rent,HI,Masters,A,Total Loss,Ambulance,0,1,CA,Fremont,3,AGENT00565,VNDR00120,1997-04-09
2020-09-24,TXN00002859,A00006970,2019-03-13,2020-09-21,18,2020-09-21,Property,127.49,20000,Richard Scott,TN,37209,N,0,38,42,756,-19244,N,0,5,M,Rent,MI,Bachelor,A,Minor Loss,Ambulance,0,0,CO,Arvada,15,AGENT00268,VNDR00266,2004-08-29
2020-09-24,TXN00002860,A00008195,2015-10-06,2020-09-13,59,2020-09-18,Life,68.56,13000,Tracy Torres,CA,94605,N,0,42,25,1475,-11525,Y,1,7,L,Own,MI,High School,A,Minor Loss,Police,1,1,VT,Huntington,21,AGENT00659,VNDR00545,1997-06-27
2020-09-24,TXN00002861,A00006019,2017-02-05,2020-09-14,43,2020-09-17,Mobile,11.85,500,Allan Baumeister,AR,72703,Y,1,30,8,344,-156,Y,1,6,M,Mortgage,HI,Bachelor,A,Total Loss,Other,1,1,FL,Lynn Haven,15,AGENT00413,VNDR00344,1994-01-06
2020-09-24,TXN00002862,A00008617,2018-12-26,2020-09-17,20,2020-09-19,Life,66.34,75000,Mary Landis,AR,72703,Y,1,37,96,1920,-73080,Y,1,5,M,Mortgage,MI,Bachelor,A,Total Loss,Police,0,1,MA,Springfield,12,AGENT00317,VNDR00003,2009-04-30
2020-09-24,TXN00002863,A00009792,2019-09-17,2020-09-17,12,2020-09-19,Property,98.85,35000,Avery Nicholson,CA,92868,Y,1,33,18,216,-34784,Y,1,4,L,Mortgage,LI,College,A,Major Loss,Ambulance,0,1,GA,Savannah,15,AGENT00284,VNDR00233,2007-05-31
2020-09-24,TXN00002864,A00009036,2015-10-31,2020-09-10,58,2020-09-15,Mobile,7.67,200,Lisa Everts,VT,5403,Y,1,48,67,3886,3686,Y,1,2,H,Rent,MI,Bachelor,A,Total Loss,Ambulance,1,1,CO,Arvada,14,AGENT00775,VNDR00469,1997-08-23
